fips,state,county,years_n,filings,ind_filings_court_issued_lt,renting_hh,filing_rate,pop_total,hh_total,med_hh_income,med_gross_rent,median_age,pov_rate,unemp_rate,labor_force_rate,renter_share,ba_plus_share,white_share,black_share,hisp_share,log_med_hh_income,log_med_renter_hh_income,log_med_gross_rent,county_state,log_renting_hh
01015,Alabama,Calhoun County,8,523.5,0,15064.5,0.0347505725380862,116019.333333333,45108,42447.6666666667,639,39.1,0.195666666666667,0.112570577340621,0.43270312641479,0.30846694843488,,0.729132584958985,0.203464213802418,0.034989240167615,10.6560272236014,10.0840188371424,6.45990445437754,"Calhoun County, Alabama",9.6200962615015
01069,Alabama,Houston County,8,566.5,0,14744.5,0.038421106175184,103844.333333333,39373.3333333333,42106.3333333333,707.666666666667,39.3,0.185666666666667,0.079134799660184,0.427796214282119,0.35418995072296,,0.67444013069486,0.263526318870466,0.0321474554982843,10.6479534438273,10.1922732588626,6.56197317303515,"Houston County, Alabama",9.59862541087449
01073,Alabama,Jefferson County,8,5644.875,0,96205.125,0.0586754084046978,659194,261364,47383.6666666667,825.666666666667,37.5,0.181666666666667,0.0836181895541454,0.461918081994307,0.370010203427347,,0.506832234601249,0.423151305938714,0.0374189421645796,10.7660328632087,10.2538040217876,6.71619114082125,"Jefferson County, Alabama",11.474237909663
01081,Alabama,Lee County,8,577.75,0,23736,0.0243406639703404,153842,58024.3333333333,45730,805.333333333334,30.6,0.229333333333333,0.0613244366163712,0.464003445217011,0.40993121144538,,0.678890705453032,0.230026132014632,0.0370709788130286,10.7305098166521,10.127881915355,6.6912562703866,"Lee County, Alabama",10.0747481619707
01089,Alabama,Madison County,8,2160.75,0,45906.5,0.0470684979251304,349874.666666667,139989.666666667,59820.3333333333,783,38.0333333333333,0.135333333333333,0.0739278011132396,0.485770173059697,0.322642171924933,,0.653949021829475,0.2394551068127,0.0469769051322286,10.9991009044408,10.3617038269888,6.6631326959908,"Madison County, Alabama",10.734361998223
01097,Alabama,Mobile County,8,2409.75,0,54670.625,0.0440776010883358,414290,154081,44624.6666666667,805.666666666667,37.1666666666667,0.193666666666667,0.0865571825504655,0.427983864652325,0.33709003914935,,0.578424315791369,0.351312604923873,0.0267847436388604,10.7060420493995,10.130434793539,6.69167009203537,"Mobile County, Alabama",10.9090818240534
01101,Alabama,Montgomery County,8,3028.75,0,36153.375,0.0837750279192468,227550,89863,45424,828.333333333333,35.7,0.215666666666667,0.0830274270515773,0.450194031972045,0.409835517804587,,0.359962500938744,0.565545776386214,0.0336169245823286,10.7237958787128,10.2414997329134,6.71941564986262,"Montgomery County, Alabama",10.4955255842249
01125,Alabama,Tuscaloosa County,8,1219.375,0,32477,0.0375458016442405,202451,70358.3333333333,48366.6666666667,795,32.1,0.181333333333333,0.0713463229832454,0.453628938728363,0.36759016551522,,0.629706848313381,0.30913410710368,0.0333160998812082,10.7865661502042,10.1842672009088,6.67834211465433,"Tuscaloosa County, Alabama",10.3882874254777
02020,Alaska,Anchorage Municipality,7,1908.42857142857,0,45058.7142857143,0.0423542615825066,299214,105072,79594,1214,32.65,0.0815,0.0622341254892016,0.515643063540456,0.398568288635718,,0.600883516879361,0.0542040655035441,0.0865281424377116,11.2846939921071,10.8675823339395,7.10167597161944,"Anchorage Municipality, Alaska",10.7157216801951
04003,Arizona,Cochise County,8,405.75,0,17401.125,0.0233174579229791,128113.333333333,49071.6666666667,46101.6666666667,799,40.2666666666667,0.183,0.0817402473327391,0.337033889991735,0.317709288362456,,0.562265292089761,0.0364403723538485,0.344354127156905,10.7386043816212,10.352570535023,6.68336094576628,"Cochise County, Arizona",9.76429013828498
04005,Arizona,Coconino County,8,452,0,19728.625,0.0229108718929981,137801.333333333,47191,51621,1035.66666666667,30.7,0.219666666666667,0.0839605576531371,0.486766673895895,0.405883082666069,,0.545298055172371,0.0132028481137077,0.1381477775009,10.8516838454213,10.4529633476117,6.94280062072494,"Coconino County, Arizona",9.88982590576199
04013,Arizona,Maricopa County,8,63500.625,0,556617.875,0.114082978380815,4087397.66666667,1465963.66666667,56161.6666666667,994.666666666667,35.8,0.164,0.06640356710882,0.463901672346054,0.393223055080635,,0.5685332118177,0.0501217503141988,0.303267066961282,10.9359897153723,10.5685078113457,6.90240767265554,"Maricopa County, Arizona",13.2296342421828
04015,Arizona,Mohave County,8,938.375,0,26941.375,0.0348302564364291,203894,82293,39970.3333333333,787.666666666667,49.7666666666667,0.192333333333333,0.118060123745696,0.344289832036062,0.326118256718317,,0.7816278658516,0.00969452328028031,0.157573611528448,10.5958927912586,10.3399829504434,6.6690749885188,"Mohave County, Arizona",10.2014184880086
04017,Arizona,Navajo County,8,184.75,0,10732.875,0.0172134679664116,107922.333333333,34156.6666666667,37195.6666666667,675.666666666667,35.8,0.298666666666667,0.183737174432256,0.34345455341508,0.304441194873989,,0.42049277754773,0.00617249860225179,0.110931772537524,10.5239475460208,10.1522858275369,6.51569985778389,"Navajo County, Arizona",9.28106674008929
04019,Arizona,Pima County,8,13425.25,0,151032,0.0888901027596801,1003044,394526,47200.6666666667,836,38.1,0.189,0.0908073482381782,0.439823232599461,0.385310636797941,,0.531873916162313,0.0321516631277556,0.36137583065255,10.7621632957677,10.3195086042743,6.7286286130847,"Pima County, Arizona",11.9252470138749
04027,Arizona,Yuma County,8,639.75,0,21735.625,0.0294332461109354,203520,71077.6666666667,41821,833.333333333333,33.9666666666667,0.203,0.11962213259989,0.388163144342546,0.32332074476403,,0.326908245225078,0.0181594452654908,0.619861129620209,10.6411538847006,10.315839243334,6.72543372218818,"Yuma County, Arizona",9.986707898473
05007,Arkansas,Benton County,9,316.777777777778,1,29498.2222222222,0.0107388769191364,248558,89730.75,60166.75,832,35.15,0.11,0.0322899454921351,0.461963246707919,0.333455308848902,,0.744173092477928,0.0153035936713199,0.161909464905044,11.0048751531276,10.6441938189032,6.72383244082121,"Benton County, Arkansas",10.2920852768585
